,domain_hotel_id,url,domain_id,hotel_id
79,3000020007315,https://m.traveloka.com/vi-vn/hotel/vietnam/le-domaine-de-cocodo-hue-3000020007315,2,3966
80,33239745,-1,4,4217
81,3000010036308,https://m.traveloka.com/vi-vn/hotel/vietnam/dong-loi-hotel-hue-3000010036308,2,4217
82,1000000392900,https://m.traveloka.com/vi-vn/hotel/vietnam/sunny-c-hotel-1000000392900,2,4273
83,1000000503312,https://m.traveloka.com/vi-vn/hotel/vietnam/sunny-a-hotel-1000000503312,2,4282
84,3000010026545,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-thuong-hotel-3000010026545,2,4352
85,3000010034699,https://m.traveloka.com/vi-vn/hotel/vietnam/sunny-fine-guesthouse-3000010034699,2,4452
86,1000000565357,https://m.traveloka.com/vi-vn/hotel/vietnam/star-binh-duong-hotel-hue-1000000565357,2,4455
87,3000010038140,https://m.traveloka.com/vi-vn/hotel/vietnam/khe-sanh-homestay-3000010038140,2,4501
88,21900712,-1,4,4501
89,1000000547462,https://m.traveloka.com/vi-vn/hotel/vietnam/ngoc-binh-hotel-1000000547462,2,4516
90,1000000565431,https://m.traveloka.com/vi-vn/hotel/vietnam/star-binh-duong-2-hotel-1000000565431,2,4539
91,3000010031769,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-tuan-guesthouse-hue-3000010031769,2,4567
92,3000010034840,https://m.traveloka.com/vi-vn/hotel/vietnam/minh-tam-guesthouse-3000010034840,2,4578
93,3000010034772,https://m.traveloka.com/vi-vn/hotel/vietnam/nguyet-anh-guesthouse-3000010034772,2,4711
94,4751478,https://www.booking.com/hotel/vn/nha-nghi-tra-giang.vi.html,5,4711
95,1000000555871,https://m.traveloka.com/vi-vn/hotel/vietnam/home-hotel-hue-1000000555871,2,4718
96,3000010029871,https://m.traveloka.com/vi-vn/hotel/vietnam/nova-hotel-3000010029871,2,4750
97,24379682,-1,4,4750
98,3000010034755,https://m.traveloka.com/vi-vn/hotel/vietnam/dang-tuan-hotel-3000010034755,2,4825
99,1000000470388,https://m.traveloka.com/vi-vn/hotel/vietnam/hong-thien-ruby-hotel-1000000470388,2,4966
100,1000000258694,https://m.traveloka.com/vi-vn/hotel/vietnam/asia-hotel-hue-1000000258694,2,5077
101,3000010030928,https://m.traveloka.com/vi-vn/hotel/vietnam/champa-lang-co-hotel-3000010030928,2,5268
102,1000000401443,https://m.traveloka.com/vi-vn/hotel/vietnam/tran-ly-hotel--1000000401443,2,5873
103,9000000297405,https://m.traveloka.com/vi-vn/hotel/vietnam/rang-dong-hotel-hue-9000000297405,2,5909
104,3000010036341,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-xuan-guesthouse-3000010036341,2,5937
105,3000020012908,https://m.traveloka.com/vi-vn/hotel/vietnam/shark-homestay-hue-3000020012908,2,6155
106,1000000555311,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-nino-hotel--1000000555311,2,6265
107,3000010040825,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-harmony-hotel-3000010040825,2,6391
108,1000000361462,https://m.traveloka.com/vi-vn/hotel/vietnam/canary-hotel-1000000361462,2,6410
109,22103223,-1,4,6949
110,1000000395425,https://m.traveloka.com/vi-vn/hotel/vietnam/lam-bao-long-hotel-1000000395425,2,6986
111,3000010033621,https://m.traveloka.com/vi-vn/hotel/vietnam/halo-guest-house--3000010033621,2,7045
112,3000010033942,https://m.traveloka.com/vi-vn/hotel/vietnam/thien-thanh-guesthouse-3000010033942,2,7046
113,1000000526219,https://m.traveloka.com/vi-vn/hotel/vietnam/jade-hotel-hue-1000000526219,2,7064
114,21914451,-1,4,7131
115,3000020006135,https://m.traveloka.com/vi-vn/hotel/vietnam/casablanca-boutique-hotel-3000020006135,2,7131
116,23610454,-1,4,7589
117,3000010036341,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-xuan-guesthouse-3000010036341,2,7589
118,3000010041890,https://m.traveloka.com/vi-vn/hotel/vietnam/thai-binh-2-hotel-3000010041890,2,7919
119,3000010031769,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-tuan-guesthouse-hue-3000010031769,2,8721
120,21914451,-1,4,8722
121,3000010034544,https://m.traveloka.com/vi-vn/hotel/vietnam/casablanca-hotel-hue-3000010034544,2,8722
122,1000000439617,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-serene-palace-hotel-1000000439617,2,8725
123,3000010031859,https://m.traveloka.com/vi-vn/hotel/vietnam/thanh-nga-guesthouse-3000010031859,2,8728
124,3000010026188,https://m.traveloka.com/vi-vn/hotel/vietnam/thanh-an-2-hotel-3000010026188,2,8729
125,3000010031769,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-tuan-guesthouse-hue-3000010031769,2,8734
126,23610454,-1,4,8735
127,23610454,-1,4,8737
128,3000010031859,https://m.traveloka.com/vi-vn/hotel/vietnam/thanh-nga-guesthouse-3000010031859,2,8737
129,3000010031859,https://m.traveloka.com/vi-vn/hotel/vietnam/thanh-nga-guesthouse-3000010031859,2,8739
130,23610454,-1,4,8739
131,1000001129812,https://m.traveloka.com/vi-vn/hotel/vietnam/sala-homestay-hue-1000001129812,2,8918
132,3000010026223,https://m.traveloka.com/vi-vn/hotel/vietnam/alibaba-guesthouse-3000010026223,2,8919
133,1000000244101,https://m.traveloka.com/vi-vn/hotel/vietnam/pilgrimage-village-boutique-resort--spa-1000000244101,2,9703
134,1095336,/vi-vn/villa-louise-hue-beach-and-spa/hotel/hue-vn.html,3,9810
135,21900712,-1,4,9869
136,3000010038140,https://m.traveloka.com/vi-vn/hotel/vietnam/khe-sanh-homestay-3000010038140,2,9869
137,42361353,-1,4,9893
138,3000010036341,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-xuan-guesthouse-3000010036341,2,21653
139,23610454,-1,4,21653
140,3000010036694,https://m.traveloka.com/vi-vn/hotel/vietnam/poetic-hue-hotel-3000010036694,2,21662
141,3000020001409,https://m.traveloka.com/vi-vn/hotel/vietnam/volga-hotel-hue-3000020001409,2,21673
142,3000010028247,https://m.traveloka.com/vi-vn/hotel/vietnam/moon--sun-hotel-3000010028247,2,22166
143,1000000502038,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-smile-hotel-1000000502038,2,22199
144,1000000617902,https://m.traveloka.com/vi-vn/hotel/vietnam/charming-riverside-hotel-1000000617902,2,22343
145,3000010038124,https://m.traveloka.com/vi-vn/hotel/vietnam/nam-phuong-riverside-villa-3000010038124,2,22380
146,3000010026076,https://m.traveloka.com/vi-vn/hotel/vietnam/rubis-hostel-3000010026076,2,22536
147,1266926,/vi-vn/hotel-la-perle/hotel/hue-vn.html,3,22732
148,1000000622565,https://m.traveloka.com/vi-vn/hotel/vietnam/hotel-la-perle-1000000622565,2,22732
149,1000000622339,https://m.traveloka.com/vi-vn/hotel/vietnam/the-scarlett-boutique-hotel-1000000622339,2,22741
150,1000000526219,https://m.traveloka.com/vi-vn/hotel/vietnam/jade-hotel-hue-1000000526219,2,22774
151,3000020000211,https://m.traveloka.com/vi-vn/hotel/vietnam/sunshine-hostel-hue-3000020000211,2,23047
152,1000000526219,https://m.traveloka.com/vi-vn/hotel/vietnam/jade-hotel-hue-1000000526219,2,23228
153,3000010025631,https://m.traveloka.com/vi-vn/hotel/vietnam/rosaleen-boutique-hotel-3000010025631,2,23341
154,1000000327192,https://m.traveloka.com/vi-vn/hotel/vietnam/emm-hotel-hue-1000000327192,2,23411
155,3000020012908,https://m.traveloka.com/vi-vn/hotel/vietnam/shark-homestay-hue-3000020012908,2,23418
156,3000010038228,https://m.traveloka.com/vi-vn/hotel/vietnam/hoang-du-hotel-3000010038228,2,23518
157,1000000424099,https://m.traveloka.com/vi-vn/hotel/vietnam/dmz-hotel-1000000424099,2,23699
158,26068601,-1,4,29475
159,3000020015273,https://m.traveloka.com/vi-vn/hotel/vietnam/gardenia-hue-hotel-3000020015273,2,29475
160,3000010022871,https://m.traveloka.com/vi-vn/hotel/vietnam/baly-hotel-3000010022871,2,29483
161,1000000709250,https://m.traveloka.com/vi-vn/hotel/vietnam/beaulieu-boutique-hotel-1000000709250,2,29514
162,3000010038101,https://m.traveloka.com/vi-vn/hotel/vietnam/hong-thang-hotel-3000010038101,2,29672
163,22134493,-1,4,29676
164,3000010026223,https://m.traveloka.com/vi-vn/hotel/vietnam/alibaba-guesthouse-3000010026223,2,29676
165,3000020002964,https://m.traveloka.com/vi-vn/hotel/vietnam/kha-hotel-hue-3000020002964,2,41168
166,22103223,-1,4,41168
167,3000020009753,https://m.traveloka.com/vi-vn/hotel/vietnam/stop-and-go-boutique-homestay-in-hue-3000020009753,2,41169
168,23450303,-1,4,41169
169,3000020017508,https://m.traveloka.com/vi-vn/hotel/vietnam/vinpearl-hotel-hue-3000020017508,2,41171
170,1000000765632,https://m.traveloka.com/vi-vn/hotel/vietnam/everhome-hostel-1000000765632,2,41172
171,3000020001254,https://m.traveloka.com/vi-vn/hotel/vietnam/tintin-hostel-3000020001254,2,41175
172,24338342,-1,4,41176
173,3000020010460,https://m.traveloka.com/vi-vn/hotel/vietnam/amona-hotel-3000020010460,2,41176
174,1000001419682,https://m.traveloka.com/vi-vn/hotel/vietnam/soleil-house-hostel-1000001419682,2,41177
175,31790271,-1,4,41178
176,3000010036694,https://m.traveloka.com/vi-vn/hotel/vietnam/poetic-hue-hotel-3000010036694,2,41180
177,3000010034544,https://m.traveloka.com/vi-vn/hotel/vietnam/casablanca-hotel-hue-3000010034544,2,41181
178,3000020014199,https://m.traveloka.com/vi-vn/hotel/vietnam/le-robinet-3000020014199,2,41182
179,3000020015989,https://m.traveloka.com/vi-vn/hotel/vietnam/the-sunriver-boutique-hotel-hue-3000020015989,2,41183
180,3000020015823,https://m.traveloka.com/vi-vn/hotel/vietnam/nice-hue-hotel-3000020015823,2,41184
181,27569964,-1,4,41184
182,3000010041896,https://m.traveloka.com/vi-vn/hotel/vietnam/the-times-hotel-3000010041896,2,41186
183,3000020016344,https://m.traveloka.com/vi-vn/hotel/vietnam/la-paix-hue--3000020016344,2,41187
184,30930807,-1,4,41187
185,1000001862164,https://m.traveloka.com/vi-vn/hotel/vietnam/sapphire-hotel-hue-1000001862164,2,41189
186,34998421,-1,4,41189
187,9000000320925,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-phuong-homestay-9000000320925,2,41190
188,3000020018237,https://m.traveloka.com/vi-vn/hotel/vietnam/maily-hostel-3000020018237,2,41191
189,3000020018863,https://m.traveloka.com/vi-vn/hotel/vietnam/canh-duong-guest-house-3000020018863,2,41192
190,4046617,https://www.booking.com/hotel/vn/nha-nghi-canh-duong.vi.html,5,41192
191,3000010041492,https://m.traveloka.com/vi-vn/hotel/vietnam/cherry-hotel-hue-3000010041492,2,41193
192,3000010034755,https://m.traveloka.com/vi-vn/hotel/vietnam/dang-tuan-hotel-3000010034755,2,41194
193,3000010040760,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-riverside-villa--3000010040760,2,41195
194,4843757,/vi-vn/friendly-house-hostel/hotel/hue-vn.html,3,41197
195,3220077,https://www.booking.com/hotel/vn/friendly-house-hostel.vi.html,5,41197
196,9000000063971,https://m.traveloka.com/vi-vn/hotel/vietnam/the-ghotel-hue-9000000063971,2,41198
197,1000000818528,https://m.traveloka.com/vi-vn/hotel/vietnam/sankofa-village-hill-resort-and-spa-1000000818528,2,41200
198,1000001419682,https://m.traveloka.com/vi-vn/hotel/vietnam/soleil-house-hostel-1000001419682,2,41201
199,3000020002964,https://m.traveloka.com/vi-vn/hotel/vietnam/kha-hotel-hue-3000020002964,2,41202
200,24379682,-1,4,41202
201,3000010040039,https://m.traveloka.com/vi-vn/hotel/vietnam/minh-chau-hotel-hue-3000010040039,2,41204
202,42361353,-1,4,41206
203,3000020012908,https://m.traveloka.com/vi-vn/hotel/vietnam/shark-homestay-hue-3000020012908,2,41206
204,3000020000211,https://m.traveloka.com/vi-vn/hotel/vietnam/sunshine-hostel-hue-3000020000211,2,41207
205,31823272,-1,4,41207
206,3000010036341,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-xuan-guesthouse-3000010036341,2,41209
207,41924808,-1,4,41211
208,3000010029086,https://m.traveloka.com/vi-vn/hotel/vietnam/deja-vu-homestay-3000010029086,2,41211
209,3000010038140,https://m.traveloka.com/vi-vn/hotel/vietnam/khe-sanh-homestay-3000010038140,2,41212
210,36063272,-1,4,41213
211,1000000777195,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-sweethouse-homestay-1000000777195,2,41213
212,3000020016521,https://m.traveloka.com/vi-vn/hotel/vietnam/bon-ami-hostel-3000020016521,2,41215
213,3000020011538,https://m.traveloka.com/vi-vn/hotel/vietnam/spring-garden-villa--3000020011538,2,41217
214,3000020005790,https://m.traveloka.com/vi-vn/hotel/vietnam/snooze-hotel-3000020005790,2,41218
215,3000010038245,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-royal-hotel-3000010038245,2,41220
216,32833764,-1,4,41220
217,27860671,-1,4,41223
218,3000010041240,https://m.traveloka.com/vi-vn/hotel/vietnam/bonjour-hostel-hue-3000010041240,2,41224
219,1000001129812,https://m.traveloka.com/vi-vn/hotel/vietnam/sala-homestay-hue-1000001129812,2,41225
220,3000020018755,https://m.traveloka.com/vi-vn/hotel/vietnam/baloo-hostel-3000020018755,2,41226
221,54139574,-1,4,41226
222,9000000072239,https://m.traveloka.com/vi-vn/hotel/vietnam/la-luz-de-la-luna-homestay-9000000072239,2,41228
223,2728160,https://www.booking.com/hotel/vn/khu-nghi-duong-huong-tuan.vi.html,5,41229
224,3000020014585,https://m.traveloka.com/vi-vn/hotel/vietnam/khai-hoan-hotel-3000020014585,2,41230
225,1000000709250,https://m.traveloka.com/vi-vn/hotel/vietnam/beaulieu-boutique-hotel-1000000709250,2,41231
226,3000020015989,https://m.traveloka.com/vi-vn/hotel/vietnam/the-sunriver-boutique-hotel-hue-3000020015989,2,41232
227,3000010031859,https://m.traveloka.com/vi-vn/hotel/vietnam/thanh-nga-guesthouse-3000010031859,2,41234
228,7937615,/vi-vn/anh-s-homestay/hotel/hue-vn.html,3,41235
229,3000020020345,https://m.traveloka.com/vi-vn/hotel/vietnam/co-do-homestay-3000020020345,2,41235
230,37586873,-1,4,41235
231,3000010041240,https://m.traveloka.com/vi-vn/hotel/vietnam/bonjour-hostel-hue-3000010041240,2,41236
232,3000010034635,https://m.traveloka.com/vi-vn/hotel/vietnam/carnosa-hotel-hue-3000010034635,2,41237
233,23610454,-1,4,41238
234,3000010031769,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-tuan-guesthouse-hue-3000010031769,2,41238
235,2613798,/vi-vn/green-field-homestay/hotel/hue-vn.html,3,41239
236,3000020015678,https://m.traveloka.com/vi-vn/hotel/vietnam/rabbit-motel-3000020015678,2,41240
237,3000020013822,https://m.traveloka.com/vi-vn/hotel/vietnam/hung-long-hostel-3000020013822,2,41241
238,33239745,-1,4,41241
239,5243692,https://www.booking.com/hotel/vn/royal-hostel-hue.vi.html,5,41243
240,3000020006735,https://m.traveloka.com/vi-vn/hotel/vietnam/timothy-homestay-3000020006735,2,41245
241,1000000777195,https://m.traveloka.com/vi-vn/hotel/vietnam/hue-sweethouse-homestay-1000000777195,2,41247
242,3000010033621,https://m.traveloka.com/vi-vn/hotel/vietnam/halo-guest-house--3000010033621,2,41248
243,3000020014672,https://m.traveloka.com/vi-vn/hotel/vietnam/bamboo-homestay-hue-3000020014672,2,41249
244,3000020018237,https://m.traveloka.com/vi-vn/hotel/vietnam/maily-hostel-3000020018237,2,41250
245,1000001129812,https://m.traveloka.com/vi-vn/hotel/vietnam/sala-homestay-hue-1000001129812,2,41254
246,4000001066790,https://m.traveloka.com/vi-vn/hotel/vietnam/nhat-khanh-motel-4000001066790,2,41255
247,3000020012908,https://m.traveloka.com/vi-vn/hotel/vietnam/shark-homestay-hue-3000020012908,2,41258
248,3000020014672,https://m.traveloka.com/vi-vn/hotel/vietnam/bamboo-homestay-hue-3000020014672,2,41261
249,3000020021069,https://m.traveloka.com/vi-vn/hotel/vietnam/a-maze-house-3000020021069,2,41269
250,9000000368524,https://m.traveloka.com/vi-vn/hotel/vietnam/kotas-house-homestay-9000000368524,2,41275
251,7937615,/vi-vn/anh-s-homestay/hotel/hue-vn.html,3,41279
252,3000020020345,https://m.traveloka.com/vi-vn/hotel/vietnam/co-do-homestay-3000020020345,2,41279
253,37586873,-1,4,41279
254,5154368,https://www.booking.com/hotel/vn/anh-39-s-homestay-hue.vi.html,5,41279
255,3000010033621,https://m.traveloka.com/vi-vn/hotel/vietnam/halo-guest-house--3000010033621,2,41280
256,7262768,/vi-vn/nha-nghi-tra-giang/hotel/hue-vn.html,3,41282
257,4751478,https://www.booking.com/hotel/vn/nha-nghi-tra-giang.vi.html,5,41282
258,1000000556134,https://m.traveloka.com/vi-vn/hotel/vietnam/liberty-hotel-hue-1000000556134,2,41284
259,1000000555871,https://m.traveloka.com/vi-vn/hotel/vietnam/home-hotel-hue-1000000555871,2,41288
260,3000010034840,https://m.traveloka.com/vi-vn/hotel/vietnam/minh-tam-guesthouse-3000010034840,2,41289
261,1000000324575,https://m.traveloka.com/vi-vn/hotel/vietnam/muong-thanh-holiday-hue-hotel-1000000324575,2,41295
262,9000000297497,https://m.traveloka.com/vi-vn/hotel/vietnam/la-habana-house-9000000297497,2,41298
263,3000010033621,https://m.traveloka.com/vi-vn/hotel/vietnam/halo-guest-house--3000010033621,2,41300
264,9000000297405,https://m.traveloka.com/vi-vn/hotel/vietnam/rang-dong-hotel-hue-9000000297405,2,41303
265,3000020011538,https://m.traveloka.com/vi-vn/hotel/vietnam/spring-garden-villa--3000020011538,2,41304
266,23610454,-1,4,41306
267,3000010031769,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-tuan-guesthouse-hue-3000010031769,2,41306
268,36063272,-1,4,41309
269,3000020011538,https://m.traveloka.com/vi-vn/hotel/vietnam/spring-garden-villa--3000020011538,2,41312
270,9000000133845,https://m.traveloka.com/vi-vn/hotel/vietnam/mai-ha-homestay-9000000133845,2,41314
271,3000020001860,https://m.traveloka.com/vi-vn/hotel/vietnam/ana-homestay-hue-3000020001860,2,41317
272,1000001786866,https://m.traveloka.com/vi-vn/hotel/vietnam/pilgrimage-wellness-retreat-1000001786866,2,41318
273,9000000434580,https://m.traveloka.com/vi-vn/hotel/vietnam/rose-villa-beach-9000000434580,2,41319
274,4541518,https://www.booking.com/hotel/vn/lab-house-47-apartment.vi.html,5,41325
275,9000000320925,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-phuong-homestay-9000000320925,2,41329
276,7465184,/vi-vn/lavin-home/hotel/hue-vn.html,3,41330
277,5039446,https://www.booking.com/hotel/vn/lavin-home.vi.html,5,41330
278,42361353,-1,4,41334
279,3000020012908,https://m.traveloka.com/vi-vn/hotel/vietnam/shark-homestay-hue-3000020012908,2,41334
280,1000001129812,https://m.traveloka.com/vi-vn/hotel/vietnam/sala-homestay-hue-1000001129812,2,41335
281,33217723,-1,4,41337
282,8469250,/vi-vn/royal-hostel-hue/hotel/hue-vn.html,3,41341
283,5243692,https://www.booking.com/hotel/vn/royal-hostel-hue.vi.html,5,41341
284,37919673,-1,4,41342
285,3000020016189,https://m.traveloka.com/vi-vn/hotel/vietnam/kenvin-homestay-3000020016189,2,41342
