,id,name,address,logo,lat,long,star_number,check_in_time,check_out_time,description,district_id,province_id,street_id
397,7904,Blue Paradise Resort,"Trần Hưng Đạo Cửa Lấp, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F984017.jpg?generation=1563772522873837&alt=media,10.18544546,103.9673781,3,14:00,12:00,"<p>Khiêm tốn nằm trong trung tâm của Cửa Lấp, Blue Paradise Resort là điểm lý tưởng cho du khách muốn khám phá Đảo Phú Quốc. Chỉ cách sân bay 6,7 km, nên từ sân bay rất dễ để đi đến Resort&nbsp;2.5 sao này. Resort chỉ cách biển&nbsp;khoảng 200 m, cách&nbsp;trung tâm giải trí Long Beach Center 0,5 km, chùa Sư Muôn 2.7 km đồng thời từ chỗ nghỉ cũng rất thuận tiện để di chuyển đến các địa điểm du lịch khác của Phú Quốc.</p>\n\n<p>Xung quanh resort có nhều địa điểm nhà hàng, quán ngon phục vụ du khách như: Meno restaurant, Ra Khơi Restaurant,&nbsp;Chuồn Chuồn Cofe....</p>\n\n<p>Blue Paradise Resort có không gian sân vời thoáng mát với nhiều cây xanh cùng nhiều dịch vụ và tiện nghi đa dạng chắc chắn sẽ làm hài lòng khách lưu trù. Một số dịch vụ nổi bật là:&nbsp;</p>\n\n<ul>\n\t<li>Đưa/ đón khách sân bay.</li>\n\t<li>Lễ tân 24h.</li>\n\t<li>Nhà hàng.</li>\n\t<li>Quầy bar.</li>\n\t<li>Hồ bơi ngoài trời.</li>\n</ul>\n\n<p>Tất cả các phòng nghỉ của resort&nbsp;rỗng rãi, được bố trí gọn gàng, màu sắc trang nhãn. Khăn tắm, dép, tivi màn hình phẳng là một số thiết bị Quý khách&nbsp;có thể sử dụng tại các phòng nghỉ. Dù Quý khách&nbsp;đến để thư giãn hay làm gì, Blue Paradise Resort luôn là sự lựa chọn hoàn hảo ở Đảo Phú Quốc.</p>\n",446,2,31060
398,8399,Khu Nghỉ Dưỡng & Spa Trung Tâm Chez Carole (Chez Carole Center Ressort & Spa),"90 Trần Hưng Đạo, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/tourcdn/o/photos%2F8VSSFOA3PV_%2Ftmp%2Fplaytemp5241635300539552486%2FmultipartBody8462910044688063651asTemporaryFile?generation=1586253393632933&alt=media,10.20292556,103.9637542,4,14:00,12:00,"<p>Chez Carole Center Resort &amp; Spa tọa lạc trên Bãi Trường thuộc thị trấn Dương Đông,&nbsp;cách quán Coco Bar và Chợ đêm Phú Quốc 1,1 km. Sân bay gần nhất là sân bay quốc tế Phú Quốc, nằm cách đó 8 km.</p>\n\n<p>Các tùy chọn ăn uống trong khuôn viên bao gồm tiệc tự chọn, thực đơn gọi món và quầy bar thức ăn nhẹ. Quý khách cũng có thể yêu cầu ăn uống trong phòng.</p>\n\n<p>Với các tiện nghi nổi bật tại đây, quý khách có thể tận hưởng các tính năng như</p>\n\n<ul>\n\t<li>&nbsp;Wi-Fi miễn phí trong tất cả các phòng</li>\n\t<li>An ninh 24 giờ</li>\n\t<li>Dịch vụ dọn phòng hàng ngày, lò sưởi, nhận/ trả phòng riêng.</li>\n\t<li>Bãi đỗ xe miễn phí</li>\n</ul>\n\n<p>86 phòng nghỉ tại đây sẽ giúp bạn xua tan mệt mỏi.&nbsp;Một loạt các tiện nghi có thể được tìm thấy ở hầu hết các phòng, bao gồm tivi màn hình phẳng, giá treo quần áo, cà phê hòa tan miễn phí, trà miễn phí, phòng thay đồ. Khách sạn còn có trung tâm thể dục, hồ bơi ngoài trời, lặn, câu cá.&nbsp;Chez Carole Centre Ressort &amp; Spa là điểm đến lý tưởng cho bạn về chỗ ở chất lượng tại đảo Phú Quốc.</p>\n\n<p>Check in 14:00 và check out 12:00 hôm sau.</p>\n",446,2,478
399,8402,Phu Quoc Dragon Resort & Spa,"Tổ 4, Ấp Ông Lang, Cửa Dương, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/tourcdn/o/photos%2FVP21KVKN4P_%2Ftmp%2Fplaytemp1797801042994499970%2FmultipartBody8850601613954405470asTemporaryFile?generation=1582101978654416&alt=media,10.26293077,103.9396656,3,14:00,12:00,"<p style=text-align: justify;>Nằm dọc theo Bãi biển Ông Lãng, Phu Quoc Dragon Resort &amp; Spa&nbsp;cách Nhà máy Nước Mắm, Dinh Cậu và Trung tâm Lặn Coco 5km. Đặc biệt Phu quốc Phu Quoc Dragon Resort &amp; Spa chỉ cách bãi biễn Ông Lang là 500m đi bộ với bãi cát trắng mịn màng, hiền hòa và gió mát êm dịu ... đang chờ đón quý khách. Sân bay gần nhất là Sân bay quốc tế Phú Quốc, cách chỗ nghỉ 12km.</p>\n\n<p style=text-align: justify;>Quý khách có thể thưởng thức và dùng bữa với thực đơn Âu - Á đươc chế biến bằng các loại hải sản tươi sống của đảo Phú Quốc tại nhà hàng của resort. Ngoài ra,&nbsp;quanh đó còn có&nbsp;những địa điểm ăn uống nổi tiếng:&nbsp;Maijo restaurant, Sakura restaurant, No Name BBQ....</p>\n\n<p style=text-align: justify;>Khách sạn cung cấp các&nbsp;dịch vụ đa dạng. Nổi bật trong số đó là:&nbsp;</p>\n\n<ul>\n\t<li style=text-align: justify;>Wifi miễn phí.</li>\n\t<li style=text-align: justify;>Dịch vụ giặt là.</li>\n\t<li style=text-align: justify;>Dịch vụ bán tour.</li>\n\t<li style=text-align: justify;>Dịch vụ thuê xe đạp miễn phí.</li>\n\t<li style=text-align: justify;>Hồ bơi ngoài trời.</li>\n</ul>\n\n<p style=text-align: justify;>Với hơn 40 phòng ngủ&nbsp;riêng biệt, có hướng nhìn ra khu vườn cây và hoa đặt trưng miền nhiệt đới cùng với khung cảnh lãng mạn của hồ bơi. Toàn bộ các phòng đều có ban công hoặc cửa sổ riêng biệt, được trang bị điều hòa không khí, quạt trần, phòng tắm rất tiện nghi, điện thoại quốc tế, mini bar và truyền hình cáp.</p>\n",446,2,102
400,8408,Famiana Green Villa,"Cửa Lấp Trần Hưng Đạo, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F1061044.jpg?generation=1563772504011132&alt=media,10.18373436,103.9691123,4,14:00,12:00,"<p>Nằm ở vị trí thuận lợi thuộc Đảo Phú Quốc, <b>Famiana Green Villa</b> là một nơi nghỉ chân tuyệt vời để tiếp tục khám phá thành phố sôi động. Chỉ cách trung tâm thành phố 4 km, vị trí đẹp của khách sạn bảo đảm khách hàng có thể đến tham quan những địa điểm du lịch nhanh chóng và dễ dàng. Với vị trí thuận lợi, khách sạn dễ dàng tiếp cận những điểm tham quan du lịch nổi tiếng của thành phố.<br />\n<br />\nTại <b>Famiana Green Villa</b>, dịch vụ hoàn hảo và thiết bị tối tân tạo nên một kì nghỉ khó quên. Nhiều lựa chọn các dịch vụ hàng đầu như dịch vụ phòng 24 giờ, miễn phí wifi tất cả các phòng, an ninh 24 giờ, dịch vụ taxi, cửa hàng quà tặng đều được phục vụ tại đây.<br />\n<br />\nBước vào một trong 40 phòng khách, bạn như rũ bỏ một ngày dài căng thẳng. Nhiều thiết bị tiện nghi trong phòng như tivi màn hình phẳng, cafe hòa tan miễn phí, trà miễn phí, dép, ghế sofa. Khách sạn được trang bị cơ sở vật chất tuyệt vời, bao gồm sân golf mini, bãi biển riêng, phòng thể dục, phòng sauna, hồ bơi ngoài trời, giúp cho bạn thư giãn sau một ngày khám phá các sự kiện thú vị trong thành phố. Cơ sở vật chất tuyệt vời và vị trí đắc địa làm cho <b>Famiana Green Villa</b> trở thành nơi hoàn hảo để bạn tận hưởng kỳ nghỉ ở Đảo Phú Quốc.</p>\n\n<p>Được thiết kế theo phong cách hiện đại, <b>Famiana Green Villa</b> &nbsp;cung cấp những tiện ích và dịch vụ đa dạng:<br />\n&nbsp;• Wifi miễn phí toàn bộ khách sạn.<br />\n&nbsp;• Dịch vụ giặt là.<br />\n&nbsp;• Dịch vụ làm đẹp.<br />\n&nbsp;• Phòng massage &amp; spa.<br />\n&nbsp;• Quán Bar cạnh hồ bơi<br />\n&nbsp;• Dịch vụ xe đưa đón.<br />\n&nbsp;• Dịch vụ đổi ngoại tệ.<br />\n&nbsp;• Nhà hàng phục vụ các món ăn.<br />\n&nbsp;• Hồ bơi cho trẻ em<br />\n&nbsp;• Tiên ích cho người khuyết tật.<br />\n&nbsp;• Hộp đêm.<br />\n&nbsp;</p>\n\n<p>Famiana Green Villa có phòng tập thể dục đầy đủ tiện nghi cũng như thiết bị thể thao dưới nước, bao gồm cả thuyền kayak, cung tên, sân tennis và sân gôn mini. Quý khách có thể gặp đội ngũ nhân viên chuyên nghiệp để được hỗ trợ đối với một loạt dịch vụ.</p>\n\n<p>Famiana Green Villa cách Chùa Sư Muôn 1,6 km và và sân bay quốc tế Phú Quốc 4 km.</p>\n\n<p>Duong Dong là lựa chọn tuyệt vời cho du khách thích&nbsp;ẩm thực,&nbsp;đi dạo trên bãi biểnn&nbsp;và&nbsp;cảnh hoàng hôn.</p>\n\n<p>Các cặp đôi đặc biệt thích địa điểm này</p>\n\n<p>Giờ check-in là 14:00 và check-out là 12:00 ngày kế tiếp.</p>\n",446,2,478
401,8409,Thu Uyên Bungalow (Little Garden Bungalow),"Số  113/5 Trần Hưng Đạo, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F1134785.jpg?generation=1563772498188837&alt=media,10.20135656,103.9653857,3,14:00,12:00,"<p>Tọa lạc trên đảo Phú Quốc,&nbsp;Thu Uyên Bungalow cách Chùa Sùng Hưng 1,8 km,&nbsp;sòng bạc Corona Casino và công viên giải trí Vinpearl Land Phú Quốc 23 km.</p>\n\n<p>Chỗ nghỉ phục vụ bữa sáng kiểu à la carte và là sự lựa chọn hoàn hảo nhất để dạo biển ngắm hoàn hôn cũng như hoạt động lăn biển.</p>\n\n<p>Thu Uyên Bungalow được thiết kế để mang đến sự tiện lợi nhất cho du khách với những tiện ích như:</p>\n\n<p>- Wifi miễn phí.<br />\n- Hồ bơi.<br />\n- Dịch vụ đưa đón.<br />\n- Dịch vụ đặt vé.<br />\n- Dịch vụ thuê xe.<br />\n- DỊch vụ thu đổi ngoại tệ.</p>\n\n<p>Thu Uyên Bungalow có tổng cộng 15 khu phòng&nbsp;được trang bị bàn làm việc, TV màn hình phẳng, phòng tắm riêng và khu vực ghế ngồi.</p>\n\n<p>Giờ check-in là 14:00 và check-out là 12:00 ngày kế tiếp.</p>\n",446,2,478
402,8411,Praha Hotel,"Tổ 2, ấp Cửa Lấp Trần Hưng Đạo, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F1119483.jpg?generation=1563772496480930&alt=media,10.185982,103.968679,3,14:00,12:00,"<p>Praha Hotel tọa lạc tại vị trí lí tưởng ở Cửa Lấp, một trong những khu vực nổi tiếng của thành phố Phú Quốc, chỉ cách trung tâm thành phố 4.0 km.&nbsp;Từ&nbsp;vị trí đẹp của khách sạn bảo đảm du khách&nbsp;có thể đến tham quan những địa điểm du lịch của thành phố nhanh chóng và dễ dàng. Từ sân bay Phú Quốc di chuyển đến khách sạn với quãng đường 6.2 km.</p>\n\n<p>Quanh chỗ nghỉ còn có nhiều nhà hàng, quán ngon như:&nbsp;Lasenta,&nbsp;Chợ Đêm, Su....</p>\n\n<p>Các dịch vụ và tiện nghi có sẵn tại khách sạn luôn sẵn sàng phục vụ du khách bao gồm:</p>\n\n<ul>\n\t<li>Đưa/ đón khách sân bay.</li>\n\t<li>Đưa/ đón khách bến phà.</li>\n\t<li>Trợ giúp đặc biệt.</li>\n\t<li>Thu đổi ngoại tệ.</li>\n\t<li>Nhà hàng.</li>\n\t<li>Quầy bar.</li>\n\t<li>Hồ bơi ngoài trời.</li>\n</ul>\n\n<p>Thêm vào đó, tất cả những phòng khách đều mang một nét thoải mái đặc trưng khác nhau. Các phòng&nbsp;được đặc biệt trang bị những tiện nghi như tủ đồ, trà miễn phí, khăn tắm, dép, cafe hòa tan miễn phí để làm hài lòng những vị khách khó tính nhất.&nbsp;</p>\n",446,2,478
403,8418,Khách sạn Phu Quoc Ocean Pearl,"99 đường Trần Hưng Đạo, khu phố 7, Dương Đông, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F1157795.jpg?generation=1563772488125650&alt=media,10.20525265,103.9639984,4,14:00,12:00,"<p style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Tọa lạc ở vị trí đẹp của Dương Đông, khách sạn&nbsp;hưởng được rất nhiều lợi thế trong ngắm cảnh, bãi biển trung tâm của Đảo Phú Quốc. Chỉ cách sân bay 9 km, nên từ sân bay rất dễ đi đến khách sạn 4 sao này. Với vị trí thuận lợi, khách sạn dễ dàng tiếp cận những điểm tham quan du lịch nổi tiếng của thành phố như chùa Cầu 0,7km, trung tâm lặn biển Coco Dive 0,9km.</span></span></p>\n\n<p style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Xung quanh khách sạn có các địa điểm ăn uống như chợ đêm Phú Quốc, chợ Dương Đông, nhà hàng Holiday Sense,...<br />\nĐược thiết kế theo phong cách trẻ trung, hiện đại, khách sạn cung cấp các tiện nghi:</span></span></p>\n\n<ul>\n\t<li style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Lễ tân 24h.</span></span></li>\n\t<li style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Thu đổi ngoại tệ.</span></span></li>\n\t<li style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Hồ bơi ngoài trời.</span></span></li>\n\t<li style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Phòng tập gym.</span></span></li>\n</ul>\n\n<p style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Khách sạn rất chú ý đến việc trang bị đầy đủ tiện nghi để đạt được sự thoải mái và tiện lợi nhất. Trong một số phòng, khách hàng có thể thấy tivi màn hình phẳng, cafe hòa tan miễn phí, trà miễn phí, nước uống chào đón miễn phí, gương.&nbsp;</span></span></p>\n\n<p style=text-align: justify;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Giờ check-in của khách sạn là 14:00 và giờ check-out là 12:00 ngày kế tiếp.</span></span></p>\n",446,2,31082
404,8425,Ong Lang Village Resort,"Tổ 3 Ấp Ông Lang, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/tourcdn/o/photos%2F9F6X3VFW72_%2Ftmp%2Fplaytemp1520709976633082362%2FmultipartBody3421379279701128690asTemporaryFile?generation=1587550691811673&alt=media,10.26837902,103.9318871,3,14:00,12:00,"<p>Lý tưởng cho sự vui vẻ và thư giãn,&nbsp;<strong>Ong Lang Village Resort</strong>&nbsp;tọa lạc tại Ông Lang khu vực của thành phố Đảo Phú Quốc. Từ đây, khách có thể dễ dàng tiếp cận được nét đẹp sống động của thành phố ở mọi góc cạnh. Với vị trí thuận lợi, khách sạn dễ dàng tiếp cận những điểm tham quan du lịch nổi tiếng của thành phố.</p>\n\n<p>Resort có 2 nhà hàng phục vụ theo menu buffet và món tự chọn. Một số địa điểm ẩm thực quanh khách sạn &nbsp;được đánh giá cao&nbsp;gồm có : Sakura Restaurant, The Pepper Tree Restaurant, Palm Hill Restaurant…</p>\n\n<p>Khách sạn được thiết kế theo phong cách hiện đại, cung cấp các dịch vụ tiện ích và đa dạng :</p>\n\n<ul>\n\t<li>Wifi miễn phí trong khuôn viên.</li>\n\t<li>Dịch vụ giặt là.</li>\n\t<li>Bãi đậu xe miễn phí.</li>\n\t<li>Giặt là.</li>\n\t<li>Lễ tân 24/7.</li>\n\t<li>Ăn sáng miễn phí.</li>\n\t<li>Bể bơi ngoài trời.</li>\n</ul>\n\n<p>Khách sạn được đặc biệt yêu thích bởi gia đình và các cặp đôi. Khách sạn trang bị 23 phòng khách cực đẹp, nhiều phòng còn có tivi màn hình phẳng, nhà vệ sinh phụ, cafe hòa tan miễn phí, trà miễn phí, nước uống chào đón miễn phí. Hãy khám phá sự hòa hợp giữa cung cách phục vụ chuyên nghiệp và vô số tiện nghi tối tân ở&nbsp;<strong>Ong Lang Village Resort</strong>.</p>\n\n<p>Giờ check-in là 14:00 và check out là 12:00 ngày kế tiếp.</p>\n",446,2,33806
405,8426,MyPlace Siena Garden Resort,"Tổ 1, Suối Mây, Ấp Cửa Lấp, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F1134923.jpg?generation=1563772544083106&alt=media,10.17908909,103.9730403,3,14:00,12:00,"<p style=color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Vị trí thuận lợi ở lãng mạn, nhà hàng, bãi biển thuộc khu vực của thành phố Đảo Phú Quốc, MyPlace Siena Garden Resort mang đến nhiều điểm thư giãn bổ ích cho bạn sau một ngày bận rộn. Chỉ cách Aroma Spa chỉ 700 m, Trang trại Ngọc trai Phú Quốc cách đó 2,3 km, Chùa Sư Muôn cách đó 3,8 km và các lựa chọn ăn uống thay thế như Chez Carole Restaurant cách đó 3,2 km. Sân bay gần nhất là Sân bay Quốc tế Phú Quốc, cách My Place Siena Garden Resort 2 km.</span></span></p>\n\n<p><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Nhà hàng tại resort phục vụ các món ăn đặc sản của biển Phú Quốc, ngoài ra nhà hàng còn chế biến các thực đơn theo yêu cầu của từng khách hàng. Tại đây, du khách tha hồ thưởng thức những món hải sản ngon chỉ có ở riêng nơi đây.</span></span></p>\n\n<p><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Thiết bị và dịch vụ cung cấp bởi MyPlace Siena Garden Resort bảo đảm kì nghỉ dễ chịu cho du khách:<br />\n&nbsp;• Wifi miễn phí toàn bộ khách sạn.<br />\n&nbsp;• Dịch vụ giặt là, giặt khô là hơi<br />\n&nbsp;• Dịch vụ cho thuê xe<br />\n&nbsp;• Tiện nghi BBQ ngoài trời<br />\n&nbsp;• Hồ bơi ngoài trời, sân hiên phơi nắng<br />\n&nbsp;• Dịch vụ xe đưa đón.<br />\n&nbsp;• Quầy lễ tân 24h, dịch vụ phòng.</span></span></p>\n\n<p><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>MyPlace Siena Garden Resort có 30 phòng riêng biệt. Tất cả đồ nội thất đều dễ chịu, êm ái, và thậm chí nhiều phòng còn cung cấp các tiện nghi như tivi màn hình phẳng, vật dụng dọn vệ sinh, nước uống chào đón miễn phí, tủ đồ có khoá, dép. Bên cạnh đó, khách sạn còn gợi ý cho bạn những hoạt động vui chơi giải trí bảo đảm bạn luôn thấy hứng thú trong suốt kì nghỉ. Cơ sở vật chất tốt và vị trí hoàn hảo làm cho MyPlace Siena Garden Resort trở thành nơi tuyệt vời để bạn tận hưởng kì nghỉ ở Đảo Phú Quốc. Các gia đình, doanh nhân, cặp đôi hay những bạn trẻ yêu thích tiệc tùng rất thích địa điểm này</span></span></p>\n\n<p><span style=font-size:14px;><span style=font-family:Arial,Helvetica,sans-serif;>Giờ check-in là 14:00 và check-out là 12:00 ngày kế tiếp.</span></span></p>\n",446,2,31054
406,8427,Blue Sky Phu Quoc Hotel,"65 30 tháng 4, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/hotel_image/o/logo%2F4%2F1157947.jpg?generation=1563772505924225&alt=media,10.21499738,103.9619493,2,14:00,12:00,"<p>Blue Sky Hotel tọa lạc tại trung tâm thị trấn Dương Đông, Phú Quốc. Là vị trí thuận lợi vui chơi giải trí, ăn uống,... Cách Chợ Đêm 200m, khu chợ sầm uất và náo nhiệt nhất của thị trấn Dương Đông, từ khách sạn chỉ mất vài phút để đi ra biển. Sân bay&nbsp;quốc tế Đà Nẵng cách khách sạn 6&nbsp;km.</p>\n\n<p>Chỗ nghỉ nằm trên trục đường 30/4 được mênh danh là con đường ẩm thực tập trung nhiều quán ăn ngon, đặc sắc:&nbsp;Các nhà hàng hải sản nổi tiếng như Sông Xanh, Trùng Dương, Ra khơi,...</p>\n\n<p>Blue Sky Phu Quoc Hotel&nbsp;cung cấp những dịch vụ đa dạng:</p>\n\n<ul>\n\t<li>Wifi miễn phí.</li>\n\t<li>Dịch vụ xe đưa đón sân bay.</li>\n\t<li>Dịch vụ tour.</li>\n\t<li>Dịch vụ đổi ngoại tệ.</li>\n</ul>\n\n<p>Các phòng&nbsp;đều được trang bị điều hòa, TV màn hình phẳng và bàn làm việc. Phòng tắm riêng đi kèm máy sấy tóc, máy sấy tóc.&nbsp;Dương Đông&nbsp;là lựa chọn tuyệt vời cho du khách thích&nbsp;ẩm thực,&nbsp;đi dạo trên bãi biểnn&nbsp;và&nbsp;cảnh hoàng hôn.</p>\n",446,2,31068
407,8430,Freebeach Resort ,"Block 7 Trần Hưng Đạo, Phú Quốc, Kiên Giang",https://www.googleapis.com/download/storage/v1/b/tourcdn/o/photos%2FW0MOHUPUMV_%2Ftmp%2Fplaytemp5241635300539552486%2FmultipartBody4861732910868190291asTemporaryFile?generation=1586266749842729&alt=media,10.19130454,103.9646535,3,14:00,12:00,"<p>Nằm ở vị trí thuận lợi trong Dương Đông, <b>Freebeach Resort </b>là một điểm lý tưởng để khởi hành chuyến du ngoạn của bạn ở Đảo Phú Quốc. Tọa lạc ở vị trí chỉ cách trung tâm thành phố 3.0 km, khách hàng sẽ có được chỗ ở tốt để tận hưởng các điểm thú vị và hoạt động nổi tiếng ở đây. Với vị trí thuận lợi, khách sạn dễ dàng tiếp cận những điểm tham quan du lịch nổi tiếng của thành phố.&nbsp;Những lựa chọn ăn uống khác bao gồm Nhà hàng Chez Carole nổi tiếng nằm cách Free Beach 1,6 km. Các địa danh khác gần đó còn có Aroma Spa, cách chỗ nghỉ 2 km và Chùa Sư Muôn cách đó 2,5 km. Sân bay gần nhất là Sân bay Quốc tế Phú Quốc, cách chỗ nghỉ 4 km.</p>\n\n<p>Được thiết kế theo phong cách hiện đại, Hoang Linh Dan Hotel cung cấp những tiện ích và dịch vụ đa dạng:<br />\n&nbsp;• Wifi miễn phí toàn bộ khách sạn.<br />\n&nbsp;• Dịch vụ giặt là.<br />\n&nbsp;• Quán bar.<br />\n&nbsp;• Dịch vụ đưa đón sân bay<br />\n&nbsp;• Bàn đặt tour.<br />\n&nbsp;• Dọn phòng hàng ngày.<br />\n&nbsp;• Dịch vụ thuê xe.<br />\n&nbsp;• Dịch vụ đổi ngoại tệ.<br />\n<br />\nVới việc mang lại dịch vụ cao cấp cho khách và một loạt những tiện nghi hiện đại, <b>Freebeach Resort </b>đã cam kết sẽ đem đến cho bạn một kì nghỉ thoải mái dễ chịu nhất có thể. Khách sạn cung cấp miễn phí wifi tất cả các phòng, nhận/trả phòng nhanh, giữ hành lý, wifi công cộng, phục vụ phòng để đảm bảo khách của họ được thoải mái nhất.<br />\n<br />\n<b>Freebeach Resort </b>có 20 phòng. Tất cả đồ nội thất đều dễ chịu, êm ái, và thậm chí nhiều phòng còn cung cấp các tiện nghi như tivi màn hình phẳng, dép, khăn tắm, internet không dây, internet không dây (miễn phí). Trong suốt một ngày, bạn có thể tận hưởng không khí thư giãn của bãi biển riêng, sân vườn. <b>Freebeach Resort </b>là nơi bạn có thể dừng chân ở một khách sạn chất lượng tại Đảo Phú Quốc.</p>\n\n<p>Các cặp đôi đặc biệt thích địa điểm này.</p>\n\n<p>Giờ check-in là 14:00 và check-out là 12:00 ngày kế tiếp.</p>\n",446,2,478
