,domain_hotel_id,url,domain_id,hotel_id,min_price
2123,10144685,/vi-vn/ha-long-canary-cruise/hotel/ha-long-vn.html,3,1511,5194805
2124,1000000468457,https://m.traveloka.com/vi-vn/hotel/vietnam/image-ha-long-cruise-1000000468457,2,1511,6625766
2125,9000000755757,https://m.traveloka.com/vi-vn/hotel/vietnam/viola-cruise-halong-bay-9000000755757,2,1554,9608977
2126,247936,/vi-vn/halong-paloma-cruise/hotel/halong-vn.html,3,1554,6399999
2127,30934671,-1,4,1554,-1
2128,1000000488483,https://m.traveloka.com/vi-vn/hotel/vietnam/garden-bay-premium-cruise-1000000488483,2,1592,5921002
2129,3000010028661,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-giang-hotel-3000010028661,2,1659,484500
2130,247936,/vi-vn/halong-paloma-cruise/hotel/halong-vn.html,3,1736,6399999
2131,9761750,-1,4,1736,-1
2132,9000000505104,https://m.traveloka.com/vi-vn/hotel/vietnam/muong-thanh-grand-bai-chay-hotel-9000000505104,2,1827,1380000
2133,5077851,/vi-vn/flamingo-luxury-cruises/hotel/halong-vn.html,3,1832,5269697
2134,9781739,-1,4,1832,-1
2135,9000000755740,https://m.traveloka.com/vi-vn/hotel/vietnam/alisa-luxury-cruise-9000000755740,2,1832,10094129
2136,1000000468457,https://m.traveloka.com/vi-vn/hotel/vietnam/image-ha-long-cruise-1000000468457,2,1868,6625766
2137,5880046,-1,4,1868,-1
2138,615545,/vi-vn/majestic-halong-cruise/hotel/halong-vn.html,3,2226,3352822
2139,748423,/vi-vn/luxury-hotel/hotel/halong-vn.html,3,2769,-1
2140,9754327,-1,4,2801,-1
2141,1000000487728,https://m.traveloka.com/vi-vn/hotel/vietnam/legend-halong-private-cruise-1000000487728,2,2801,-1
2142,247936,/vi-vn/halong-paloma-cruise/hotel/halong-vn.html,3,2805,6399999
2143,4000000874906,https://m.traveloka.com/vi-vn/hotel/vietnam/swan-cruises-halong-4000000874906,2,2805,5627359
2144,9761750,-1,4,2805,-1
2145,3000010029781,https://m.traveloka.com/vi-vn/hotel/vietnam/viet-thanh-hotel-3000010029781,2,2808,380000
2146,297001,/vi-vn/huong-hai-junks-halong/hotel/halong-vn.html,3,2887,10210810
2147,1000000541699,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-hai-junks-1000000541699,2,2887,10047028
2148,11096532,/vi-vn/chien-thang-victory-hotel/hotel/halong-vn.html,3,3084,590909
2149,580256,https://www.booking.com/hotel/vn/azalee-cruise-halong.vi.html,5,3197,6723467
2150,42710340,-1,4,3413,-1
2151,31657815,-1,4,3421,311688
2152,4000000455758,https://m.traveloka.com/vi-vn/hotel/vietnam/ho-tay-hotel-4000000455758,2,3421,401480
2153,17810607,-1,4,3437,-1
2154,3000010028482,https://m.traveloka.com/vi-vn/hotel/vietnam/holiday-hotel-ha-long-3000010028482,2,3437,-1
2155,5475928,https://www.booking.com/hotel/vn/khach-san-ha-long-xanh-green-homestay-and-travel.vi.html,5,3437,180000
2156,3000010029497,https://m.traveloka.com/vi-vn/hotel/vietnam/thuy-nga-hotel-3000010029497,2,3446,653600
2157,1000000455501,https://m.traveloka.com/vi-vn/hotel/vietnam/aphrodite-cruises-1000000455501,2,3500,7310958
2158,527708,/vi-vn/lazalee-cruise/hotel/halong-vn.html,3,3534,5239066
2159,25168238,-1,4,3548,-1
2160,4000000874906,https://m.traveloka.com/vi-vn/hotel/vietnam/swan-cruises-halong-4000000874906,2,3548,5627359
2161,699208,/vi-vn/thien-thach-hotel/hotel/halong-vn.html,3,3592,597403
2162,4926836,https://www.booking.com/hotel/vn/victory-halong-quang-ninh.vi.html,5,3702,500000
2163,3000010027819,https://m.traveloka.com/vi-vn/hotel/vietnam/hoang-lan-hotel-3000010027819,2,3742,700000
2164,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,3742,585000
2165,2815053,-1,4,3765,-1
2166,6602351,https://www.booking.com/hotel/vn/phat-linh-halong.vi.html,5,3765,1750000
2167,3000010028674,https://m.traveloka.com/vi-vn/hotel/vietnam/royal-halong-hotel-5-star-3000010028674,2,3765,1557843
2168,247936,/vi-vn/halong-paloma-cruise/hotel/halong-vn.html,3,3864,6399999
2169,36806410,-1,4,3911,-1
2170,4950760,https://www.booking.com/hotel/vn/cuong-thinh-ha-long.vi.html,5,3911,339150
2171,3000010036414,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-bien-hotel-3000010036414,2,3911,641800
2172,1000000757893,https://m.traveloka.com/vi-vn/hotel/vietnam/viet-nhat-halong-hotel-1000000757893,2,3919,301110
2173,665721,/vi-vn/viet-nhat-halong-hotel/hotel/halong-vn.html,3,3919,233766
2174,297001,/vi-vn/huong-hai-junks-halong/hotel/halong-vn.html,3,3956,10210810
2175,1000000541699,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-hai-junks-1000000541699,2,3956,10047028
2176,1632496,/vi-vn/holiday-hotel-halong/hotel/halong-vn.html,3,4037,173160
2177,30563332,-1,4,4037,389610
2178,3000010028482,https://m.traveloka.com/vi-vn/hotel/vietnam/holiday-hotel-ha-long-3000010028482,2,4037,-1
2179,2442725,https://www.booking.com/hotel/vn/holiday-ha-long1.vi.html,5,4037,200000
2180,615545,/vi-vn/majestic-halong-cruise/hotel/halong-vn.html,3,4095,3352822
2181,15391135,-1,4,4095,5239066
2182,580256,https://www.booking.com/hotel/vn/azalee-cruise-halong.vi.html,5,4095,6723467
2183,1000000600138,https://m.traveloka.com/vi-vn/hotel/vietnam/lazale-cruises-1000000600138,2,4095,7919758
2184,1000000766681,https://m.traveloka.com/vi-vn/hotel/vietnam/golden-lotus-ha-long-hotel-1000000766681,2,4145,850000
2185,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,4145,585000
2186,292071,/vi-vn/ha-long-eden-hotel/hotel/halong-vn.html,3,4145,-1
2187,9000000099442,https://m.traveloka.com/vi-vn/hotel/vietnam/minh-chau-pearl-hotel-and-spa-9000000099442,2,4450,2684441
2188,7034318,/vi-vn/minh-chau-pearl-hotel-spa/hotel/halong-vn.html,3,4450,1725652
2189,36041008,-1,4,4450,2056277
2190,20144636,-1,4,4727,519481
2191,3000010021776,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-long-park-hotel-3000010021776,2,4727,510000
2192,1000000459091,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-glory-cruise-1000000459091,2,4753,7052614
2193,7219787,-1,4,4753,3806753
2194,1000000787673,https://m.traveloka.com/vi-vn/hotel/vietnam/quan-lan-eco-homestay-1000000787673,2,4758,351645
2195,435430,https://www.booking.com/hotel/vn/ann.vi.html,5,4758,-1
2196,544296,/vi-vn/paradis-hotel/hotel/halong-vn.html,3,4791,458874
2197,35538372,-1,4,4791,-1
2198,15967324,/vi-vn/ha-long-hotel/hotel/ha-long-vn.html,3,4837,363636
2199,48608448,-1,4,4837,761905
2200,6537407,https://www.booking.com/hotel/vn/ha-long-thanh-pho-ha-long12345678.vi.html,5,4837,400000
2201,503277,/vi-vn/van-hai-green-hotel/hotel/halong-vn.html,3,4873,-1
2202,1578476,https://www.booking.com/hotel/vn/majestic-mong-cai.vi.html,5,5021,1100000
2203,8244959,-1,4,5124,3806753
2204,3000010028229,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-dragon-cruise-3000010028229,2,5124,4600000
2205,9000000233108,https://m.traveloka.com/vi-vn/hotel/vietnam/rosy-cruise-9000000233108,2,5152,7649441
2206,6400308,https://www.booking.com/hotel/vn/la-casta-cruise.vi.html,5,5152,4666500
2207,20315286,-1,4,5998,389610
2208,4000000876103,https://m.traveloka.com/vi-vn/hotel/vietnam/hai-trang-hotel-4000000876103,2,5998,502351
2209,10436772,-1,4,6009,8658009
2210,1000000508079,https://m.traveloka.com/vi-vn/hotel/vietnam/sun-legend-cruise-1000000508079,2,6009,10047028
2211,5372938,https://www.booking.com/hotel/vn/vieng-chan-ha-long.vi.html,5,6131,865520
2212,1000000553960,https://m.traveloka.com/vi-vn/hotel/vietnam/victory-star-cruise-1000000553960,2,6318,7881045
2213,4000000875419,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-majestic-legend-cruise-4000000875419,2,6484,4573427
2214,9639931,-1,4,6484,4956286
2215,532467,/vi-vn/muong-thanh-luxury-quang-ninh-hotel/hotel/halong-vn.html,3,6632,1129870
2216,8091921,-1,4,6632,1129870
2217,1000000456656,https://m.traveloka.com/vi-vn/hotel/vietnam/muong-thanh-luxury-quang-ninh-hotel-1000000456656,2,6632,1309828
2218,1000000600138,https://m.traveloka.com/vi-vn/hotel/vietnam/lazale-cruises-1000000600138,2,6825,7919758
2219,3000010029480,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-golden-bay-cruise-3000010029480,2,6843,5169627
2220,31291301,-1,4,6947,2688312
2221,1000001102838,https://m.traveloka.com/vi-vn/hotel/vietnam/white-dolphin-cruise-1000001102838,2,6947,4806498
2222,297001,/vi-vn/huong-hai-junks-halong/hotel/halong-vn.html,3,6966,10210810
2223,12005582,-1,4,6966,-1
2224,1000000541699,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-hai-junks-1000000541699,2,6966,10047028
2225,529025,/vi-vn/starlight-cruise/hotel/halong-vn.html,3,6985,5416861
2226,3000010035562,https://m.traveloka.com/vi-vn/hotel/vietnam/garden-bay-luxury-cruise-3000010035562,2,6997,7154877
2227,4000000203839,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-cristina-diamond-cruise-4000000203839,2,7116,8740916
2228,20315286,-1,4,7312,389610
2229,4000000876103,https://m.traveloka.com/vi-vn/hotel/vietnam/hai-trang-hotel-4000000876103,2,7312,502351
2230,12091240,-1,4,7836,2857143
2231,3000020000164,https://m.traveloka.com/vi-vn/hotel/vietnam/vinpearl-resort--spa-ha-long-3000020000164,2,7836,3300000
2232,6400308,https://www.booking.com/hotel/vn/la-casta-cruise.vi.html,5,8648,4666500
2233,9721002,-1,4,8649,5265194
2234,6400308,https://www.booking.com/hotel/vn/la-casta-cruise.vi.html,5,8649,4666500
2235,288030,/vi-vn/emeraude-classic-cruises/hotel/halong-vn.html,3,8658,5821184
2236,1000001061554,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-fancy-hotel-1000001061554,2,8659,400000
2237,15677954,-1,4,8666,112554
2238,5475928,https://www.booking.com/hotel/vn/khach-san-ha-long-xanh-green-homestay-and-travel.vi.html,5,8666,180000
2239,1000000608700,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-long-happy-hostel---adults-only-1000000608700,2,8666,602822
2240,3000010027819,https://m.traveloka.com/vi-vn/hotel/vietnam/hoang-lan-hotel-3000010027819,2,8669,700000
2241,2442725,https://www.booking.com/hotel/vn/holiday-ha-long1.vi.html,5,8669,200000
2242,968535,/vi-vn/ha-long-four-seasons-hotel/hotel/halong-vn.html,3,8670,173913
2243,27337732,-1,4,8670,99567
2244,3000010027175,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-long-four-seasons-3000010027175,2,8670,230000
2245,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,8674,585000
2246,3000010027165,https://m.traveloka.com/vi-vn/hotel/vietnam/viet-hoa-hotel-3000010027165,2,8674,941177
2247,621727,/vi-vn/starlight-hotel-halong/hotel/halong-vn.html,3,8676,-1
2248,3000010029497,https://m.traveloka.com/vi-vn/hotel/vietnam/thuy-nga-hotel-3000010029497,2,8678,653600
2249,28975570,-1,4,8686,155844
2250,3999080,https://www.booking.com/hotel/vn/halong-sparrow-cruise.vi.html,5,8690,5049850
2251,20315286,-1,4,8691,389610
2252,4000000876103,https://m.traveloka.com/vi-vn/hotel/vietnam/hai-trang-hotel-4000000876103,2,8691,502351
2253,3000010029480,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-golden-bay-cruise-3000010029480,2,8698,5169627
2254,984758,/vi-vn/swan-cruises-halong/hotel/halong-vn.html,3,8702,3382331
2255,12578629,-1,4,8935,-1
2256,4000001006836,https://m.traveloka.com/vi-vn/hotel/vietnam/phuong-trang-halong-hotel-4000001006836,2,8935,480000
2257,15677954,-1,4,8938,112554
2258,3000010036414,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-bien-hotel-3000010036414,2,9055,641800
2259,5077851,/vi-vn/flamingo-luxury-cruises/hotel/halong-vn.html,3,9177,5269697
2260,6049682,-1,4,9179,12836384
2261,43427,/vi-vn/saigon-halong-hotel/hotel/halong-vn.html,3,9787,1041429
2262,1000000266339,https://m.traveloka.com/vi-vn/hotel/vietnam/saigon-halong-hotel-1000000266339,2,9787,1365867
2263,1888537,-1,4,9787,1122078
2264,294741,https://www.booking.com/hotel/vn/sai-gon-ha-long.vi.html,5,9787,1202850
2265,6400308,https://www.booking.com/hotel/vn/la-casta-cruise.vi.html,5,9793,4666500
2266,24373759,-1,4,9901,4693408
2267,4000000876103,https://m.traveloka.com/vi-vn/hotel/vietnam/hai-trang-hotel-4000000876103,2,9902,502351
2268,621727,/vi-vn/starlight-hotel-halong/hotel/halong-vn.html,3,9902,-1
2269,2451850,https://www.booking.com/hotel/vn/binh-minh-ha-long1.vi.html,5,9902,500000
2270,9639947,-1,4,9959,5475516
2271,1000000620395,https://m.traveloka.com/vi-vn/hotel/vietnam/wyndham-legend-halong-hotel-1000000620395,2,10006,1647030
2272,15471553,-1,4,10006,1196000
2273,1420673,/vi-vn/hai-yen-luxury-hotel/hotel/cam-pha-vn.html,3,21856,768540
2274,3000020008504,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-ginger-homestay-3000020008504,2,21931,589673
2275,984366,/vi-vn/sea-side-tuan-chau-hotel/hotel/halong-vn.html,3,21945,-1
2276,3000010026833,https://m.traveloka.com/vi-vn/hotel/vietnam/seaside-tuan-chau-hotel-3000010026833,2,21945,653594
2277,45855688,-1,4,21952,-1
2278,1000000432804,https://m.traveloka.com/vi-vn/hotel/vietnam/paradise-suites-hotel-1000000432804,2,21952,1730037
2279,545532,/vi-vn/paradise-suites-hotel/hotel/halong-vn.html,3,21952,976750
2280,20631629,-1,4,22231,-1
2281,1522844,/vi-vn/halong-bc/hotel/halong-vn.html,3,22248,281739
2282,24397154,-1,4,22248,-1
2283,1911027,https://www.booking.com/hotel/vn/halong-bc.vi.html,5,22248,360000
2284,3000010024254,https://m.traveloka.com/vi-vn/hotel/vietnam/condotel-halong-green-bay-towers-3000010024254,2,22519,1300000
2285,20144764,-1,4,22519,-1
2286,20315286,-1,4,22778,389610
2287,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,22778,585000
2288,3000010028409,https://m.traveloka.com/vi-vn/hotel/vietnam/nga-trang-hotel-3000010028409,2,22778,840400
2289,30563332,-1,4,22818,389610
2290,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,22818,585000
2291,3000020016689,https://m.traveloka.com/vi-vn/hotel/vietnam/ivy-hotel---ha-long-3000020016689,2,22818,584100
2292,3000010024254,https://m.traveloka.com/vi-vn/hotel/vietnam/condotel-halong-green-bay-towers-3000010024254,2,22889,1300000
2293,34025208,-1,4,22889,-1
2294,7447582,/vi-vn/thanh-hoai-hotel/hotel/halong-vn.html,3,22955,313043
2295,4971502,https://www.booking.com/hotel/vn/thanh-hoai.vi.html,5,22955,360000
2296,3000020019332,https://m.traveloka.com/vi-vn/hotel/vietnam/la-mer-halong-apartment-3000020019332,2,23110,1600000
2297,5773970,-1,4,23209,32148179
2298,1000000426799,https://m.traveloka.com/vi-vn/hotel/vietnam/paradise-peak-cruise-1000000426799,2,23209,43134796
2299,3000010029224,https://m.traveloka.com/vi-vn/hotel/vietnam/green-capital-hotel-1-3000010029224,2,23264,647200
2300,1177760,/vi-vn/green-capital-hotel/hotel/halong-vn.html,3,23264,389610
2301,1697411,https://www.booking.com/hotel/vn/green-capital.vi.html,5,23264,550000
2302,10436772,-1,4,23307,8658009
2303,1000000508079,https://m.traveloka.com/vi-vn/hotel/vietnam/sun-legend-cruise-1000000508079,2,23307,10047028
2304,8716540,-1,4,23383,4106839
2305,9000000628202,https://m.traveloka.com/vi-vn/hotel/vietnam/pelican-halong-cruise-9000000628202,2,23383,6938964
2306,1000000553966,https://m.traveloka.com/vi-vn/hotel/vietnam/victory-cruise-1000000553966,2,23413,6719452
2307,615545,/vi-vn/majestic-halong-cruise/hotel/halong-vn.html,3,23433,3352822
2308,9270308,-1,4,23433,-1
2309,2000000079785,https://m.traveloka.com/vi-vn/hotel/vietnam/mithrin-hotel-halong-2000000079785,2,23479,-1
2310,33757542,-1,4,23479,1195600
2311,9000000755757,https://m.traveloka.com/vi-vn/hotel/vietnam/viola-cruise-halong-bay-9000000755757,2,23486,9608977
2312,9639931,-1,4,23489,4956286
2313,1000000487728,https://m.traveloka.com/vi-vn/hotel/vietnam/legend-halong-private-cruise-1000000487728,2,23489,-1
2314,5204633,/vi-vn/nha-ngh-vi-t-anh/hotel/halong-vn.html,3,23560,260870
2315,1000000757893,https://m.traveloka.com/vi-vn/hotel/vietnam/viet-nhat-halong-hotel-1000000757893,2,23560,301110
2316,3452595,https://www.booking.com/hotel/vn/nha-nghi-viet-anh-ha-long.vi.html,5,23560,300000
2317,564164,/vi-vn/thong-nhat-1-hotel-halong/hotel/halong-vn.html,3,23587,-1
2318,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,23587,585000
2319,666210,/vi-vn/the-viet-beauty-cruise/hotel/halong-vn.html,3,23638,-1
2320,1000000553966,https://m.traveloka.com/vi-vn/hotel/vietnam/victory-cruise-1000000553966,2,23638,6719452
2321,12578629,-1,4,23645,-1
2322,4000001006836,https://m.traveloka.com/vi-vn/hotel/vietnam/phuong-trang-halong-hotel-4000001006836,2,23645,480000
2323,1000000766681,https://m.traveloka.com/vi-vn/hotel/vietnam/golden-lotus-ha-long-hotel-1000000766681,2,23648,850000
2324,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,23648,585000
2325,292071,/vi-vn/ha-long-eden-hotel/hotel/halong-vn.html,3,23648,-1
2326,835866,/vi-vn/phuong-nam-hotel-halong/hotel/halong-vn.html,3,23696,-1
2327,12578629,-1,4,23696,-1
2328,4000001006836,https://m.traveloka.com/vi-vn/hotel/vietnam/phuong-trang-halong-hotel-4000001006836,2,23696,480000
2329,15967324,/vi-vn/ha-long-hotel/hotel/ha-long-vn.html,3,23715,363636
2330,3000020016689,https://m.traveloka.com/vi-vn/hotel/vietnam/ivy-hotel---ha-long-3000020016689,2,23715,584100
2331,20631629,-1,4,23715,-1
2332,6537407,https://www.booking.com/hotel/vn/ha-long-thanh-pho-ha-long12345678.vi.html,5,23715,400000
2333,2815053,-1,4,23784,-1
2334,4000001006836,https://m.traveloka.com/vi-vn/hotel/vietnam/phuong-trang-halong-hotel-4000001006836,2,23784,480000
2335,2102731,-1,4,29509,1580000
2336,1000000328162,https://m.traveloka.com/vi-vn/hotel/vietnam/novotel-ha-long-bay-1000000328162,2,29509,1831650
2337,235708,https://www.booking.com/hotel/vn/novotel-ha-long-bay.vi.html,5,29509,1824900
2338,6859644,/vi-vn/au-lac-hotel-ha-long/hotel/halong-vn.html,3,29512,-1
2339,24397154,-1,4,29512,-1
2340,1000001791455,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-long-marina-hotel-1000001791455,2,29512,1320000
2341,33295352,-1,4,29533,770563
2342,3000020019019,https://m.traveloka.com/vi-vn/hotel/vietnam/sun-bay-tuan-chau-hotel-3000020019019,2,29533,890000
2343,15908118,/vi-vn/ha-long-centrica-hotel/hotel/ha-long-vn.html,3,29729,606061
2344,53115093,-1,4,29729,545455
2345,9000000845604,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-centrica-hotel-9000000845604,2,29729,703293
2346,6020412,https://www.booking.com/hotel/vn/ha-long-centrica-ha-long.vi.html,5,29729,700000
2347,33066363,-1,4,39724,-1
2348,9000000845604,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-centrica-hotel-9000000845604,2,39724,703293
2349,3000010043179,https://m.traveloka.com/vi-vn/hotel/vietnam/royal-lotus-halong-resort--villas-3000010043179,2,39725,1762507
2350,23712314,-1,4,39728,865801
2351,3000020013336,https://m.traveloka.com/vi-vn/hotel/vietnam/hometel-newlife-ha-long-3000020013336,2,39728,1004702
2352,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,39729,585000
2353,3000020016689,https://m.traveloka.com/vi-vn/hotel/vietnam/ivy-hotel---ha-long-3000020016689,2,39729,584100
2354,18689472,-1,4,39730,4612987
2355,35144409,-1,4,39731,-1
2356,20363935,-1,4,39732,-1
2357,3000020004118,https://m.traveloka.com/vi-vn/hotel/vietnam/hera-ha-long-hotel-3000020004118,2,39732,400000
2358,5823523,/vi-vn/white-crown-hotel/hotel/halong-vn.html,3,39733,-1
2359,29761882,-1,4,39733,-1
2360,32110500,-1,4,39734,-1
2361,3508838,-1,4,39736,806494
2362,9000000370592,https://m.traveloka.com/vi-vn/hotel/vietnam/la-paz-resort-ha-long-9000000370592,2,39736,1035000
2363,5836181,/vi-vn/the-bay-ha-long-homestay_2/hotel/halong-vn.html,3,39737,487013
2364,3000020015179,https://m.traveloka.com/vi-vn/hotel/vietnam/the-bay---ha-long-homestay-3000020015179,2,39737,530000
2365,30486668,-1,4,39737,-1
2366,3628601,https://www.booking.com/hotel/vn/the-bay-house.vi.html,5,39737,530000
2367,26899122,-1,4,39738,-1
2368,10144685,/vi-vn/ha-long-canary-cruise/hotel/ha-long-vn.html,3,39739,5194805
2369,1000000445794,https://m.traveloka.com/vi-vn/hotel/vietnam/syrena-cruises-1000000445794,2,39739,7324057
2370,5058991,/vi-vn/ngoc-tuan-hotel/hotel/halong-vn.html,3,39740,233333
2371,3000020012552,https://m.traveloka.com/vi-vn/hotel/vietnam/ngoc-tuan-hotel-3000020012552,2,39740,420000
2372,1000000942228,https://m.traveloka.com/vi-vn/hotel/vietnam/seastar-hotel-ha-long-1000000942228,2,39745,903329
2373,2915663,https://www.booking.com/hotel/vn/seastar-ha-long.vi.html,5,39745,810000
2374,5026786,https://www.booking.com/hotel/vn/hoang-long-ha-long12.vi.html,5,39746,585000
2375,3000010027819,https://m.traveloka.com/vi-vn/hotel/vietnam/hoang-lan-hotel-3000010027819,2,39746,700000
2376,6593570,/vi-vn/halong-boutique-hotel/hotel/halong-vn.html,3,39747,4987013
2377,3000020015470,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-boutique-hotel-3000020015470,2,39747,5067600
2378,18689472,-1,4,39750,4612987
2379,3000020012558,https://m.traveloka.com/vi-vn/hotel/vietnam/bamboo-hotel--apartment-3000020012558,2,39753,589000
2380,6376786,/vi-vn/phoenix-hotel-ha-long/hotel/halong-vn.html,3,39756,545455
2381,1000001740914,https://m.traveloka.com/vi-vn/hotel/vietnam/phoenix-hotel-ha-long-1000001740914,2,39756,602822
2382,32933935,-1,4,39756,467533
2383,4394816,https://www.booking.com/hotel/vn/phoenix-ha-long.vi.html,5,39756,600000
2384,7430554,/vi-vn/villa-hoa-giay-homestay-dao-quan-lan/hotel/halong-vn.html,3,39758,-1
2385,1000000787673,https://m.traveloka.com/vi-vn/hotel/vietnam/quan-lan-eco-homestay-1000000787673,2,39758,351645
2386,21305897,-1,4,39758,272727
2387,4846760,/vi-vn/moon-bay-ha-long-hotel_2/hotel/halong-vn.html,3,39759,562771
2388,30934671,-1,4,39760,-1
2389,4000000874906,https://m.traveloka.com/vi-vn/hotel/vietnam/swan-cruises-halong-4000000874906,2,39760,5627359
2390,30563332,-1,4,39761,389610
2391,1000001061554,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-fancy-hotel-1000001061554,2,39761,400000
2392,1000000942228,https://m.traveloka.com/vi-vn/hotel/vietnam/seastar-hotel-ha-long-1000000942228,2,39762,903329
2393,17810607,-1,4,39764,-1
2394,3000020005928,https://m.traveloka.com/vi-vn/hotel/vietnam/babycat-hotel--caf-3000020005928,2,39764,673875
2395,1000000945943,https://m.traveloka.com/vi-vn/hotel/vietnam/mushroom-homestay-ha-long-1000000945943,2,39766,1205643
2396,5868998,/vi-vn/dayth-hotel/hotel/halong-vn.html,3,39767,519481
2397,4070520,https://www.booking.com/hotel/vn/spring-house-ha-long.vi.html,5,39769,296000
2398,3000020016239,https://m.traveloka.com/vi-vn/hotel/vietnam/orestay-halong-3000020016239,2,39769,703293
2399,5826566,/vi-vn/mail-linh-hotel/hotel/halong-vn.html,3,39770,-1
2400,4872657,https://www.booking.com/hotel/vn/minh-huy-quang-ninh.vi.html,5,39770,350000
2401,4394816,https://www.booking.com/hotel/vn/phoenix-ha-long.vi.html,5,39773,600000
2402,3000020002152,https://m.traveloka.com/vi-vn/hotel/vietnam/iris-hotel-ha-long-3000020002152,2,39773,500000
2403,6253789,/vi-vn/galaxy-halong-hotel_3/hotel/halong-vn.html,3,39775,-1
2404,9000000845604,https://m.traveloka.com/vi-vn/hotel/vietnam/halong-centrica-hotel-9000000845604,2,39775,703293
2405,9000000170778,https://m.traveloka.com/vi-vn/hotel/vietnam/sun-halong-hotel-9000000170778,2,39777,-1
2406,9000000099442,https://m.traveloka.com/vi-vn/hotel/vietnam/minh-chau-pearl-hotel-and-spa-9000000099442,2,39778,2684441
2407,7034318,/vi-vn/minh-chau-pearl-hotel-spa/hotel/halong-vn.html,3,39778,1725652
2408,36041008,-1,4,39778,2056277
2409,5132021,https://www.booking.com/hotel/vn/minh-chau-pearl-amp-spa-quan-lan-island-quang-ninh.vi.html,5,39778,1984500
2410,4000000455758,https://m.traveloka.com/vi-vn/hotel/vietnam/ho-tay-hotel-4000000455758,2,39779,401480
2411,1000001791455,https://m.traveloka.com/vi-vn/hotel/vietnam/ha-long-marina-hotel-1000001791455,2,39780,1320000
2412,33757542,-1,4,39780,1195600
2413,6840965,/vi-vn/toan-phuong-hostel/hotel/halong-vn.html,3,39781,440000
2414,34754806,-1,4,39781,-1
2415,3000010028777,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-dao-guest-house-3000010028777,2,39782,563000
2416,5866862,/vi-vn/guesthouse-anh-khang/hotel/halong-vn.html,3,39782,300000
2417,3951208,https://www.booking.com/hotel/vn/nha-nghi-anh-khang.vi.html,5,39782,300000
2418,6677937,/vi-vn/cozy-bay-cruise-ha-long/hotel/halong-vn.html,3,39784,4281385
2419,5195573,/vi-vn/greenbay-premium-h-long/hotel/halong-vn.html,3,39786,1545455
2420,3442856,https://www.booking.com/hotel/vn/greenbay-premium-ha-long.vi.html,5,39786,-1
2421,3000020017092,https://m.traveloka.com/vi-vn/hotel/vietnam/angela-house---ha-long-3000020017092,2,39786,1170478
2422,9000000099408,https://m.traveloka.com/vi-vn/hotel/vietnam/thien-duong-motel-9000000099408,2,39789,452118
2423,20315286,-1,4,39790,389610
2424,3000010028409,https://m.traveloka.com/vi-vn/hotel/vietnam/nga-trang-hotel-3000010028409,2,39790,840400
2425,6411466,/vi-vn/merit-halong-hotel/hotel/halong-vn.html,3,39791,589091
2426,9000000170883,https://m.traveloka.com/vi-vn/hotel/vietnam/luxstay-hotel-ha-long-9000000170883,2,39793,796824
2427,3000020006552,https://m.traveloka.com/vi-vn/hotel/vietnam/ruby-halong-homestay-3000020006552,2,39795,300000
2428,3000020002152,https://m.traveloka.com/vi-vn/hotel/vietnam/iris-hotel-ha-long-3000020002152,2,39801,500000
2429,24397154,-1,4,39801,-1
2430,2816935,/vi-vn/iris-hotel-halong/hotel/halong-vn.html,3,39801,292696
2431,2686645,https://www.booking.com/hotel/vn/iris-ha-long.vi.html,5,39801,336600
2432,18895342,-1,4,39804,-1
2433,3000020012583,https://m.traveloka.com/vi-vn/hotel/vietnam/minh-duc-hotel-tuan-chau-3000020012583,2,39804,450000
